Customer ID,Customer Type,Subscription Start,Subscription End,Monthly Subscription Cost (EUR)
585,Continue,2022-02-01,2022-10-13,19.99
586,Back to us,2022-02-22,2022-08-09,19.99
587,New,2023-03-07,2023-09-29,19.99
588,New,2023-11-04,2024-10-23,29.99
589,New,2023-01-18,2023-03-08,9.99
590,Continue,2023-09-15,2024-05-25,9.99
591,Continue,2022-04-06,2023-04-02,29.99
592,Continue,2023-04-19,2023-07-07,9.99
593,Continue,2023-11-13,2024-11-09,29.99
594,Continue,2022-12-28,2023-02-20,9.99
595,Back to us,2023-11-11,2024-02-14,29.99
596,Continue,2022-09-25,2023-03-15,19.99
597,Back to us,2023-04-08,2023-11-13,9.99
598,Continue,2023-03-23,2023-05-30,9.99
599,Back to us,2022-12-18,2023-08-03,29.99
600,Continue,2023-03-13,2023-07-26,19.99
601,New,2022-10-04,2023-02-24,29.99
602,Back to us,2023-09-03,2024-06-06,19.99
603,Continue,2023-05-13,2023-10-19,9.99
604,New,2022-04-19,2023-01-05,19.99
605,Continue,2023-08-06,2023-11-12,19.99
606,Continue,2023-07-15,2023-11-11,9.99
607,Back to us,2022-06-23,2022-08-24,19.99
608,Back to us,2023-10-27,2023-11-27,19.99
609,Continue,2023-04-19,2024-01-16,9.99
610,Back to us,2022-04-12,2023-03-24,9.99
611,Continue,2023-02-02,2023-04-02,29.99
612,Back to us,2022-05-14,2023-03-10,19.99
613,Continue,2023-12-27,2024-09-06,19.99
614,New,2023-01-15,2023-08-22,19.99
615,New,2023-07-11,2023-12-25,29.99
616,Back to us,2022-05-15,2023-05-09,29.99
617,Continue,2023-11-19,2024-05-21,19.99
618,Continue,2022-08-17,2023-01-06,19.99
619,Back to us,2023-04-22,2023-05-27,29.99
620,Continue,2022-03-27,2022-07-15,9.99
621,Back to us,2022-12-04,2023-09-26,19.99
622,Continue,2023-05-25,2023-08-27,29.99
623,Continue,2023-08-13,2023-09-29,9.99
624,Continue,2022-06-26,2023-05-31,19.99
625,Continue,2023-06-26,2024-01-05,19.99
626,Continue,2023-09-18,2024-09-12,29.99
627,Continue,2022-06-27,2022-11-24,29.99
628,Continue,2023-05-14,2023-06-13,9.99
629,Back to us,2022-01-14,2022-12-19,19.99
630,New,2023-05-23,2023-10-15,29.99
631,New,2023-06-06,2023-08-13,19.99
632,Back to us,2023-03-23,2024-01-03,19.99
633,Continue,2023-02-25,2023-06-04,19.99
634,Continue,2022-02-24,2022-04-14,19.99
635,Continue,2023-10-27,2024-05-21,29.99
636,Continue,2023-11-17,2024-04-28,19.99
637,New,2023-01-04,2023-08-04,29.99
638,New,2023-05-21,2023-08-16,19.99
639,Continue,2022-03-09,2022-12-29,19.99
640,Continue,2022-09-14,2023-01-09,9.99
641,Continue,2023-04-18,2023-10-09,9.99
642,Continue,2022-11-15,2023-07-28,19.99
643,Continue,2023-01-09,2023-07-06,9.99
644,Back to us,2022-04-23,2022-11-22,19.99
645,Back to us,2022-05-04,2022-09-17,29.99
646,New,2023-12-13,2024-08-05,19.99
647,Continue,2023-01-09,2023-11-26,19.99
648,Continue,2022-07-17,2022-10-29,29.99
649,Continue,2022-10-03,2023-01-26,19.99
650,New,2022-10-19,2023-01-10,19.99
651,Continue,2022-04-09,2023-02-06,9.99
652,Continue,2022-03-28,2022-09-15,19.99
653,Back to us,2022-05-25,2022-12-25,9.99
654,New,2022-05-15,2022-11-17,9.99
655,Continue,2022-03-28,2022-07-15,9.99
656,New,2022-06-21,2022-07-25,29.99
657,Continue,2022-06-11,2022-10-04,19.99
658,New,2022-10-21,2023-07-24,19.99
659,Continue,2022-02-14,2022-06-30,19.99
660,Continue,2022-06-20,2022-09-14,19.99
661,Continue,2022-01-21,2022-12-18,19.99
662,Continue,2023-11-07,2024-08-04,9.99
663,New,2022-03-22,2022-12-20,19.99
664,Back to us,2022-03-07,2023-01-07,9.99
665,Continue,2022-10-21,2023-01-08,19.99
666,Back to us,2022-08-23,2023-02-06,19.99
667,Continue,2023-08-13,2024-02-26,9.99
668,Back to us,2022-08-03,2022-12-02,19.99
669,Continue,2023-02-18,2023-06-18,9.99
670,Continue,2022-09-06,2023-04-29,29.99
671,Back to us,2023-05-22,2023-09-23,29.99
672,Continue,2022-10-25,2023-02-01,19.99
673,Continue,2023-12-25,2024-11-06,19.99
674,New,2022-01-16,2022-06-13,9.99
675,Continue,2023-02-01,2023-10-07,29.99
676,Continue,2023-07-21,2024-06-24,9.99
677,Continue,2023-01-16,2023-06-16,29.99
678,Continue,2022-02-17,2022-04-14,9.99
679,New,2022-05-08,2023-03-14,19.99
680,Continue,2023-10-02,2023-11-13,9.99
681,Continue,2023-01-03,2023-11-18,29.99
682,Back to us,2023-05-26,2023-12-17,29.99
683,New,2022-12-18,2023-02-23,29.99
684,Continue,2023-03-23,2023-07-28,9.99
685,New,2022-10-13,2023-05-02,9.99
686,Continue,2023-11-27,2024-02-08,19.99
687,Continue,2022-11-11,2023-08-22,19.99
688,Continue,2023-08-15,2024-08-03,29.99
689,Continue,2023-07-12,2023-09-22,9.99
690,New,2023-09-11,2023-12-22,9.99
691,Continue,2022-09-11,2023-04-26,29.99
692,New,2022-03-02,2022-12-29,9.99
693,Continue,2023-05-04,2024-02-06,29.99
694,Continue,2022-07-19,2023-06-13,29.99
695,Continue,2023-09-23,2023-10-25,19.99
696,Back to us,2022-04-02,2022-10-30,29.99
697,New,2023-02-14,2023-10-29,9.99
698,New,2023-02-10,2023-09-10,9.99
699,Continue,2022-01-15,2022-11-02,19.99
700,Continue,2023-01-15,2023-12-22,9.99
701,Back to us,2022-03-04,2022-10-16,19.99
702,Back to us,2023-05-20,2023-10-28,9.99
703,New,2023-06-18,2023-09-24,29.99
704,New,2023-10-23,2024-03-23,9.99
705,Back to us,2023-01-17,2023-11-15,9.99
706,New,2023-10-21,2024-07-01,9.99
707,Back to us,2023-06-02,2024-04-10,29.99
708,New,2022-02-27,2022-11-14,9.99
709,New,2022-01-24,2023-01-03,29.99
710,Continue,2022-12-19,2023-11-30,29.99
711,New,2023-01-27,2023-12-22,29.99
712,Continue,2022-02-28,2022-04-15,19.99
713,Continue,2022-02-21,2022-07-16,9.99
714,Continue,2023-12-19,2024-11-24,29.99
715,New,2022-04-03,2022-11-24,9.99
716,New,2023-01-17,2023-11-03,29.99
717,Continue,2023-07-06,2023-11-01,29.99
718,Continue,2023-12-17,2024-07-17,29.99
719,Back to us,2023-12-10,2024-07-05,9.99
720,Continue,2022-12-11,2023-10-17,19.99
721,Continue,2023-01-22,2023-02-24,9.99
722,Continue,2023-09-15,2023-12-20,9.99
723,New,2022-07-09,2022-09-09,19.99
724,Continue,2022-09-06,2023-03-03,9.99
725,Back to us,2023-06-11,2023-11-29,29.99
726,Continue,2023-08-15,2024-02-25,19.99
727,Continue,2022-11-28,2023-07-27,29.99
728,Continue,2022-05-27,2022-07-16,19.99
729,Continue,2023-10-10,2024-05-12,9.99
730,Back to us,2023-01-15,2023-12-01,9.99
731,Continue,2022-07-03,2022-08-05,19.99
732,Back to us,2023-07-15,2024-03-16,19.99
733,Back to us,2022-06-17,2023-05-29,19.99
734,Back to us,2022-12-08,2023-08-21,29.99
735,Continue,2023-04-15,2024-03-23,19.99
736,Continue,2022-07-24,2022-11-22,9.99
737,Back to us,2022-12-24,2023-01-24,9.99
738,Continue,2023-02-10,2023-03-31,9.99
739,New,2022-03-21,2023-02-17,29.99
740,New,2022-02-21,2022-07-07,19.99
741,New,2023-02-26,2023-10-22,9.99
742,Continue,2022-11-23,2023-10-18,9.99
743,New,2023-07-24,2024-07-01,9.99
744,New,2022-01-17,2022-11-10,9.99
745,Continue,2023-06-17,2024-01-06,19.99
746,New,2022-12-13,2023-03-24,19.99
747,Continue,2023-03-18,2023-06-06,9.99
748,Continue,2023-01-24,2023-07-12,9.99
749,Continue,2023-01-21,2023-05-07,19.99
750,Continue,2023-01-25,2023-11-02,9.99
751,Back to us,2022-07-24,2022-09-10,29.99
752,Continue,2022-02-10,2022-07-01,9.99
753,Continue,2023-04-06,2023-07-17,9.99
754,Continue,2022-12-24,2023-02-10,9.99
755,Back to us,2022-04-07,2022-05-26,19.99
756,Continue,2023-12-03,2024-03-06,9.99
757,Back to us,2023-06-13,2024-02-17,9.99
758,New,2022-09-02,2023-06-30,9.99
759,Back to us,2023-02-01,2023-07-28,19.99
760,Back to us,2022-11-06,2023-03-27,19.99
761,Continue,2023-09-28,2024-08-01,19.99
762,Continue,2023-04-14,2024-03-28,19.99
763,Continue,2022-05-25,2022-11-11,9.99
764,Back to us,2023-01-27,2023-02-27,29.99
765,Continue,2023-04-10,2023-07-22,29.99
766,Continue,2022-06-21,2023-02-19,29.99
767,Continue,2023-03-19,2023-05-16,9.99
768,Back to us,2022-10-20,2023-04-12,29.99
769,Continue,2022-08-13,2022-12-10,9.99
770,Continue,2023-11-25,2024-05-07,29.99
771,Continue,2023-09-26,2024-04-14,19.99
772,Back to us,2023-11-01,2024-06-24,19.99
773,Back to us,2022-08-26,2023-04-17,29.99
774,New,2023-06-08,2023-10-25,29.99
775,Continue,2023-02-21,2023-09-12,9.99
776,Back to us,2023-03-07,2023-05-26,29.99
777,Continue,2023-09-03,2023-11-16,19.99
778,Continue,2022-03-16,2022-05-21,29.99
779,Continue,2023-10-23,2024-08-29,19.99
780,Continue,2022-11-01,2023-06-15,29.99
781,New,2023-12-13,2024-07-14,29.99
782,Continue,2023-09-07,2024-07-19,29.99
783,Continue,2022-01-10,2022-11-29,9.99
784,Continue,2023-03-04,2023-07-13,9.99
785,New,2023-12-17,2024-08-07,29.99
786,New,2023-04-27,2023-07-31,9.99
787,Back to us,2023-07-28,2023-10-04,29.99
788,New,2023-04-10,2023-06-17,9.99
789,Continue,2023-01-05,2023-07-19,29.99
790,New,2022-09-19,2023-05-28,29.99
791,Continue,2022-10-27,2023-07-06,9.99
792,Back to us,2022-09-18,2023-08-09,29.99
793,Continue,2022-03-08,2022-04-18,9.99
794,New,2023-05-07,2024-02-16,29.99
795,Continue,2023-11-14,2024-01-16,29.99
796,Continue,2023-04-15,2024-03-26,29.99
797,Back to us,2022-07-16,2023-02-06,29.99
798,Back to us,2022-12-18,2023-05-17,29.99
799,Back to us,2023-12-11,2024-10-31,29.99
800,Continue,2022-03-20,2022-08-08,9.99
801,New,2022-01-27,2022-03-21,19.99
802,Continue,2022-02-06,2022-03-08,29.99
803,Continue,2022-11-20,2023-04-16,19.99
804,Back to us,2022-12-11,2023-05-12,19.99
805,Continue,2023-01-09,2023-10-24,19.99
806,Continue,2023-08-24,2023-11-05,9.99
807,Continue,2022-04-21,2023-02-07,19.99
808,Back to us,2023-08-26,2024-04-13,29.99
809,Continue,2022-05-19,2022-06-30,19.99
810,Continue,2022-10-07,2022-12-31,29.99
811,Back to us,2022-08-09,2023-04-22,29.99
812,Continue,2023-10-10,2024-09-27,9.99
813,Back to us,2023-06-21,2024-04-28,19.99
814,Continue,2023-10-23,2024-08-20,9.99
815,New,2023-06-04,2023-11-21,29.99
816,Back to us,2022-12-16,2023-04-01,19.99
817,New,2023-05-07,2024-04-13,29.99
818,Continue,2022-11-17,2023-07-27,29.99
819,Continue,2023-05-19,2023-08-01,29.99
820,Continue,2023-09-05,2024-04-08,9.99
821,Continue,2022-07-26,2023-06-09,9.99
822,New,2022-06-02,2022-08-28,19.99
823,Continue,2023-05-09,2024-04-25,19.99
824,New,2022-02-03,2022-07-18,9.99
825,Back to us,2022-03-01,2022-09-15,9.99
826,Continue,2022-02-22,2022-11-07,9.99
827,Back to us,2022-09-06,2022-11-09,29.99
828,Continue,2023-10-21,2024-06-12,29.99
829,Continue,2022-05-28,2022-08-13,19.99
830,New,2022-03-27,2022-08-22,19.99
831,Continue,2022-08-18,2023-03-20,19.99
832,New,2023-06-10,2024-03-29,29.99
833,Continue,2023-04-02,2023-08-16,19.99
834,Continue,2023-08-24,2024-03-15,29.99
835,Continue,2022-10-05,2022-11-20,29.99
836,Continue,2022-04-22,2023-02-23,9.99
837,Continue,2023-01-11,2023-02-28,19.99
838,New,2022-02-09,2022-08-02,9.99
839,Back to us,2023-03-06,2023-05-16,29.99
840,Continue,2022-01-15,2022-12-30,29.99
841,Continue,2023-09-04,2023-12-11,19.99
842,New,2023-08-20,2024-08-03,29.99
843,New,2023-09-13,2024-03-27,19.99
844,Continue,2023-12-15,2024-09-05,9.99
845,Continue,2023-07-04,2024-03-20,29.99
846,Continue,2023-02-14,2023-03-26,19.99
847,Continue,2023-02-26,2023-06-22,19.99
848,Continue,2022-08-19,2023-07-01,9.99
849,Back to us,2023-11-15,2024-10-18,9.99
850,Continue,2022-09-04,2023-03-31,29.99
851,Continue,2023-01-28,2024-01-15,19.99
852,Continue,2023-02-02,2023-03-16,9.99
853,New,2022-04-22,2023-03-03,19.99
854,Continue,2023-12-13,2024-03-11,9.99
855,Continue,2023-11-03,2024-03-10,9.99
856,Continue,2022-11-23,2023-09-24,19.99
857,New,2022-11-13,2023-09-19,29.99
858,Continue,2023-01-14,2023-09-06,19.99
859,New,2023-05-02,2023-08-01,9.99
860,Back to us,2023-05-22,2024-01-24,29.99
861,Continue,2022-11-12,2023-08-16,19.99
862,Continue,2023-01-08,2023-11-10,9.99
863,Back to us,2023-07-06,2023-10-04,9.99
864,Back to us,2023-08-02,2023-10-27,19.99
865,Continue,2022-11-08,2023-09-20,9.99
866,Continue,2023-01-20,2023-10-16,19.99
867,New,2022-05-23,2022-07-03,19.99
868,Back to us,2023-07-11,2024-01-10,9.99
869,Continue,2023-12-12,2024-02-02,29.99
870,Continue,2022-09-27,2023-04-30,9.99
871,Continue,2023-08-20,2024-01-25,29.99
872,New,2022-11-09,2023-06-24,19.99
873,Continue,2022-08-21,2023-01-15,29.99
874,Back to us,2023-04-19,2024-01-08,9.99
875,Back to us,2022-05-26,2022-08-01,9.99
876,Continue,2022-02-16,2023-01-08,19.99
877,Continue,2023-07-22,2024-02-07,29.99
878,Back to us,2022-08-06,2023-01-07,9.99
879,Continue,2022-05-09,2023-02-21,19.99
880,Continue,2022-06-02,2022-12-17,29.99
881,Continue,2023-06-25,2024-03-29,29.99
882,Back to us,2023-05-22,2024-01-03,19.99
883,Continue,2023-11-19,2024-04-23,19.99
884,Continue,2022-11-14,2023-02-09,29.99
885,Continue,2022-08-09,2022-10-19,19.99
886,Back to us,2022-03-23,2022-11-11,9.99
887,Continue,2023-05-10,2023-12-08,29.99
888,Continue,2022-11-04,2023-05-17,29.99
889,New,2023-06-10,2024-04-19,29.99
890,Continue,2023-01-21,2023-03-01,29.99
891,Continue,2022-10-26,2023-04-01,9.99
892,Continue,2022-01-07,2022-10-23,29.99
893,Continue,2023-10-24,2024-02-25,29.99
894,Continue,2022-11-15,2023-01-22,29.99
895,Continue,2023-07-28,2023-12-16,29.99
896,Continue,2022-08-14,2023-06-12,9.99
897,Continue,2023-10-02,2024-02-19,19.99
898,Continue,2023-02-19,2023-12-18,9.99
899,Continue,2022-11-02,2023-05-10,19.99
900,Continue,2023-07-22,2023-10-17,19.99
901,Continue,2023-04-25,2024-03-19,29.99
902,Back to us,2022-11-14,2023-10-09,29.99
903,Back to us,2022-11-19,2023-10-20,29.99
904,New,2023-01-26,2023-09-20,19.99
905,Continue,2022-10-09,2023-09-29,9.99
906,Continue,2023-10-15,2024-09-14,19.99
907,New,2022-12-27,2023-01-31,29.99
908,Back to us,2022-09-18,2022-10-20,9.99
909,New,2022-02-15,2022-03-19,19.99
910,New,2022-07-09,2023-05-08,19.99
911,Continue,2022-02-09,2022-09-25,19.99
912,New,2023-09-11,2024-03-18,9.99
913,Continue,2023-08-03,2024-05-23,29.99
914,New,2023-09-18,2024-01-15,9.99
915,Continue,2023-11-13,2024-03-12,19.99
916,Continue,2023-03-19,2023-12-31,19.99
917,Back to us,2023-12-13,2024-10-17,9.99
918,Back to us,2022-08-13,2022-12-29,9.99
919,Continue,2022-05-27,2023-03-24,9.99
920,Back to us,2023-08-02,2023-11-11,29.99
921,Continue,2022-09-05,2023-04-25,9.99
922,Continue,2023-03-28,2023-10-24,9.99
923,Continue,2022-03-05,2022-09-22,9.99
924,Continue,2023-06-05,2023-08-11,19.99
925,Continue,2023-04-22,2023-12-05,9.99
926,Continue,2023-06-05,2023-12-28,29.99
927,Continue,2023-07-26,2024-06-08,29.99
928,New,2022-03-22,2022-07-30,9.99
929,Continue,2023-03-12,2023-08-08,9.99
930,Back to us,2023-09-21,2024-03-07,29.99
931,Continue,2023-10-13,2024-09-14,9.99
932,New,2023-01-08,2023-04-26,29.99
933,Back to us,2023-08-23,2024-07-20,9.99
934,New,2022-03-19,2022-09-27,29.99
935,Continue,2022-11-27,2023-07-07,19.99
936,Continue,2023-12-06,2024-02-02,29.99
937,Back to us,2022-08-25,2022-12-27,9.99
938,New,2022-09-10,2023-07-21,19.99
939,Back to us,2022-09-27,2023-02-17,9.99
940,Continue,2022-04-20,2022-07-22,9.99
941,New,2023-05-06,2023-08-17,19.99
942,Back to us,2022-04-07,2022-10-07,29.99
943,New,2022-10-13,2023-02-12,19.99
944,Continue,2023-09-10,2024-02-11,9.99
945,Back to us,2022-02-17,2022-10-27,9.99
946,Back to us,2022-04-02,2023-04-01,19.99
947,Continue,2022-06-06,2022-09-18,19.99
948,Back to us,2023-12-02,2024-11-01,19.99
949,Continue,2023-01-17,2023-10-30,19.99
950,Continue,2022-11-14,2023-01-26,9.99
951,Back to us,2023-12-24,2024-02-15,19.99
952,Continue,2022-03-06,2022-07-13,19.99
953,New,2022-07-21,2023-04-23,29.99
954,Back to us,2023-04-23,2024-01-03,19.99
955,New,2022-07-17,2023-02-13,9.99
956,Back to us,2022-08-09,2022-09-21,29.99
957,Continue,2023-09-28,2024-09-08,29.99
958,Continue,2022-06-16,2022-07-19,19.99
959,Continue,2023-11-13,2024-05-28,29.99
960,Continue,2022-08-14,2022-10-29,9.99
961,Back to us,2022-08-12,2022-12-21,19.99
962,Continue,2023-07-25,2024-01-21,29.99
963,New,2023-01-24,2023-09-11,29.99
964,Continue,2023-09-25,2023-11-28,29.99
965,Back to us,2022-05-28,2023-01-04,29.99
966,Back to us,2022-02-15,2022-09-12,19.99
967,Continue,2022-05-14,2023-03-18,29.99
968,Continue,2023-08-03,2023-10-07,19.99
969,New,2022-05-13,2022-12-25,19.99
970,Continue,2023-11-21,2024-11-09,19.99
971,Continue,2022-12-11,2023-10-18,9.99
972,New,2023-11-24,2024-04-10,29.99
973,Continue,2022-12-22,2023-01-30,29.99
974,Continue,2023-02-13,2023-08-19,29.99
975,Continue,2022-05-12,2022-12-10,9.99
976,New,2022-08-20,2022-10-16,9.99
977,Continue,2022-02-28,2022-03-31,19.99
978,Back to us,2022-06-04,2023-01-20,9.99
979,Back to us,2023-02-24,2024-02-07,29.99
980,Continue,2023-01-16,2023-05-30,19.99
981,Continue,2022-03-03,2022-10-03,19.99
982,Continue,2022-10-02,2023-02-20,19.99
983,Continue,2022-11-24,2023-01-26,9.99
984,Continue,2022-07-22,2022-09-07,19.99
985,Continue,2022-05-28,2023-02-28,19.99
986,Continue,2023-03-25,2023-12-25,9.99
987,Continue,2023-11-03,2024-09-22,9.99
988,Continue,2023-05-16,2024-02-06,9.99
989,Back to us,2022-06-04,2023-05-16,19.99
990,Continue,2023-10-18,2024-05-16,9.99
991,New,2023-07-25,2023-11-10,29.99
992,Back to us,2022-02-02,2022-12-14,19.99
993,Back to us,2022-12-05,2023-11-19,19.99
994,Continue,2023-01-21,2023-10-31,9.99
995,Continue,2023-10-18,2024-01-25,19.99
996,New,2023-05-01,2023-09-20,19.99
997,Continue,2023-09-14,2023-12-07,19.99
998,Continue,2022-11-16,2022-12-20,9.99
999,Back to us,2022-10-07,2022-12-02,29.99
1000,Continue,2023-01-22,2023-07-28,19.99
1001,Continue,2022-10-03,2023-04-14,9.99
1002,New,2023-06-07,2024-01-19,9.99
1003,Continue,2023-02-24,2024-01-06,29.99
1004,Continue,2023-09-27,2024-07-06,29.99
1005,New,2023-11-17,2024-03-08,29.99
1006,Continue,2022-09-13,2023-01-06,29.99
1007,Continue,2023-08-03,2024-03-26,29.99
1008,New,2022-09-15,2023-04-09,9.99
1009,Back to us,2022-05-16,2022-06-29,29.99
1010,Continue,2022-03-18,2023-01-07,9.99
1011,Continue,2023-08-14,2024-04-19,29.99
1012,New,2022-08-23,2023-02-17,29.99
1013,Back to us,2022-05-25,2023-03-22,29.99
1014,Continue,2022-06-18,2023-06-05,29.99
1015,New,2023-01-13,2023-07-09,29.99
1016,Continue,2022-07-10,2023-05-14,19.99
1017,Continue,2023-01-25,2023-06-22,29.99
1018,Back to us,2022-09-22,2023-02-16,29.99
1019,Continue,2022-07-15,2023-03-20,29.99
1020,Continue,2022-06-07,2023-05-27,29.99
1021,Back to us,2023-05-15,2023-07-21,19.99
1022,Continue,2023-12-07,2024-03-03,19.99
1023,Continue,2022-08-22,2023-05-25,29.99
1024,Continue,2022-12-19,2023-02-09,9.99
1025,Continue,2022-06-17,2022-09-12,19.99
1026,Continue,2022-02-26,2022-09-15,9.99
1027,Continue,2023-06-01,2023-08-30,29.99
1028,New,2023-03-09,2023-05-13,9.99
1029,Continue,2022-04-02,2022-11-29,19.99
1030,New,2022-04-03,2022-09-01,19.99
1031,Continue,2022-03-06,2022-07-01,29.99
1032,New,2023-07-01,2023-08-27,9.99
1033,Continue,2022-05-17,2022-12-04,19.99
1034,Continue,2023-02-06,2023-08-24,19.99
1035,Continue,2022-12-15,2023-05-06,9.99
1036,Back to us,2022-01-10,2022-04-11,29.99
1037,Back to us,2022-11-12,2023-10-18,29.99
1038,Back to us,2023-01-27,2023-06-29,29.99
1039,New,2023-04-23,2024-02-23,9.99
1040,Continue,2023-10-17,2024-07-31,9.99
1041,New,2023-04-09,2024-01-13,9.99
1042,Back to us,2022-01-01,2022-11-06,9.99
1043,Continue,2023-05-09,2023-11-17,29.99
1044,Continue,2022-11-11,2023-07-11,29.99
1045,New,2022-04-05,2022-05-05,29.99
1046,Continue,2022-12-23,2023-06-10,9.99
1047,Continue,2023-06-25,2024-04-06,19.99
1048,Continue,2022-04-26,2022-12-05,29.99
1049,Continue,2023-09-25,2024-01-16,29.99
1050,Continue,2022-07-27,2022-09-02,29.99
1051,Back to us,2023-11-16,2024-02-11,19.99
1052,New,2022-09-19,2023-08-30,29.99
1053,Continue,2023-12-23,2024-06-18,9.99
1054,Back to us,2023-10-07,2023-12-24,19.99
1055,Continue,2022-02-10,2023-02-06,19.99
1056,Back to us,2022-02-15,2022-10-03,29.99
1057,Back to us,2022-08-12,2023-06-30,9.99
1058,Continue,2022-06-06,2023-05-15,9.99
1059,Continue,2023-01-25,2023-08-14,19.99
1060,Continue,2022-06-04,2022-09-15,29.99
1061,Continue,2022-09-18,2023-08-23,19.99
1062,Continue,2022-05-17,2022-12-30,9.99
1063,New,2023-11-02,2024-09-04,29.99
1064,New,2023-02-03,2023-08-02,19.99
1065,Continue,2023-03-07,2023-07-19,9.99
1066,New,2022-05-14,2023-04-04,29.99
1067,New,2023-08-13,2023-11-20,19.99
1068,Continue,2022-11-09,2023-04-02,9.99
1069,Continue,2022-12-07,2023-11-28,19.99
1070,New,2022-06-10,2023-06-04,29.99
1071,New,2022-06-11,2022-11-12,29.99
1072,Continue,2023-07-19,2024-03-21,9.99
1073,Back to us,2023-08-02,2024-05-25,9.99
1074,New,2023-02-12,2023-06-04,9.99
1075,Continue,2023-11-26,2024-04-14,29.99
1076,New,2023-05-09,2024-02-24,9.99
1077,Back to us,2022-01-04,2022-07-14,9.99
1078,Continue,2022-05-07,2022-10-10,9.99
1079,Continue,2022-10-20,2023-05-07,29.99
1080,Continue,2022-01-25,2022-08-09,19.99
1081,Back to us,2023-03-22,2023-05-13,9.99
1082,Continue,2023-05-01,2024-03-19,9.99
1083,New,2022-07-24,2022-11-15,9.99
1084,Continue,2022-02-06,2022-05-10,29.99
1085,Continue,2023-12-04,2024-09-21,19.99
1086,Continue,2022-06-16,2022-10-31,19.99
1087,New,2023-05-23,2023-11-28,29.99
1088,Continue,2022-04-07,2022-10-18,29.99
1089,Continue,2023-06-09,2023-09-06,29.99
1090,Continue,2023-09-06,2023-11-10,29.99
1091,Back to us,2022-02-24,2023-01-22,29.99
1092,New,2022-04-06,2022-06-28,9.99
1093,Continue,2022-08-24,2023-06-03,19.99
1094,Continue,2023-09-10,2024-02-15,9.99
1095,New,2022-07-15,2023-04-12,9.99
1096,Continue,2023-03-22,2023-08-20,29.99
1097,New,2023-01-11,2023-07-13,19.99
1098,Continue,2023-03-02,2024-02-17,19.99
1099,Continue,2023-04-03,2024-03-22,29.99
1100,Continue,2023-03-15,2024-02-06,19.99
1101,Back to us,2022-10-21,2022-12-11,29.99
1102,Continue,2022-04-18,2023-02-08,9.99
1103,Back to us,2023-03-20,2023-06-28,29.99
1104,Continue,2022-10-15,2023-04-18,19.99
1105,Continue,2023-02-02,2023-06-23,19.99
1106,Continue,2022-06-28,2022-09-15,19.99
1107,Continue,2022-02-18,2022-06-21,29.99
1108,New,2023-04-09,2023-06-18,9.99
1109,Continue,2023-10-18,2024-08-23,29.99
1110,Continue,2023-11-20,2024-02-29,19.99
1111,Back to us,2022-05-22,2022-12-04,19.99
1112,Continue,2023-11-27,2024-05-28,29.99
1113,Back to us,2022-11-25,2023-08-18,9.99
1114,New,2023-07-27,2024-02-04,9.99
1115,Continue,2022-04-19,2023-02-17,9.99
1116,Back to us,2023-10-20,2024-06-20,19.99
1117,Continue,2023-09-01,2024-08-15,29.99
1118,New,2023-04-26,2023-06-06,9.99
1119,Continue,2022-05-25,2023-02-14,29.99
1120,Continue,2023-05-23,2024-05-21,19.99
1121,Continue,2022-01-20,2022-07-28,9.99
